product_id,roll_number,shaft_height,shaft_radius
LOAD_SHAFT_1756468401695_435_H9JDQ4,LOAD_ROLL_1756468401695_435,41.59,24.28
LOAD_SHAFT_1756468401695_438_TWJZ27,LOAD_ROLL_1756468401695_438,41.09,6.66
LOAD_SHAFT_1756468401695_436_TVB12Z,LOAD_ROLL_1756468401695_436,13.83,12.13
LOAD_SHAFT_1756468401695_422_MDC3A2,LOAD_ROLL_1756468401695_422,34.44,5.96
LOAD_SHAFT_1756468401695_434_ZCWBQS,LOAD_ROLL_1756468401695_434,12.56,7.53
LOAD_SHAFT_1756468401695_425_UPXGAW,LOAD_ROLL_1756468401695_425,31.61,8.73
LOAD_SHAFT_1756468402258_452_SHWINW,LOAD_ROLL_1756468402258_452,28.25,15.14
LOAD_SHAFT_1756468402258_445_VLUR4D,LOAD_ROLL_1756468402258_445,41.9,22.86
LOAD_SHAFT_1756468402258_457_BSIIJX,LOAD_ROLL_1756468402258_457,42.86,17.33
LOAD_SHAFT_1756468402258_441_WN72WR,LOAD_ROLL_1756468402258_441,31.4,10.16
LOAD_SHAFT_1756468402258_446_L6H8EN,LOAD_ROLL_1756468402258_446,17.29,17.21
LOAD_SHAFT_1756468402258_453_BN2IMB,LOAD_ROLL_1756468402258_453,35.71,18.63
LOAD_SHAFT_1756468402802_474_MJJ1ZZ,LOAD_ROLL_1756468402802_474,17.09,15.93
LOAD_SHAFT_1756468402802_467_4F0KSF,LOAD_ROLL_1756468402802_467,38.36,16.25
LOAD_SHAFT_1756468402802_465_2N8QEE,LOAD_ROLL_1756468402802_465,33.92,12.88
LOAD_SHAFT_1756468402802_460_CRWP1F,LOAD_ROLL_1756468402802_460,44.71,14.61
LOAD_SHAFT_1756468402802_471_F2AZMK,LOAD_ROLL_1756468402802_471,19.89,18.73
LOAD_SHAFT_1756468402802_477_17NK2C,LOAD_ROLL_1756468402802_477,46.32,17.45
LOAD_SHAFT_1756468403351_490_L03FCF,LOAD_ROLL_1756468403351_490,12.74,16.88
LOAD_SHAFT_1756468403351_486_5YSIA3,LOAD_ROLL_1756468403351_486,20.34,12.0
LOAD_SHAFT_1756468403351_480_LNS98S,LOAD_ROLL_1756468403351_480,42.63,8.22
LOAD_SHAFT_1756468403351_491_05A50S,LOAD_ROLL_1756468403351_491,27.62,18.9
LOAD_SHAFT_1756468403351_483_14AAW7,LOAD_ROLL_1756468403351_483,30.68,6.05
LOAD_SHAFT_1756468403351_487_SAHYIJ,LOAD_ROLL_1756468403351_487,36.55,22.84
LOAD_SHAFT_1756468403351_494_GI8VVX,LOAD_ROLL_1756468403351_494,42.73,24.69
LOAD_SHAFT_1756468403351_498_BWQFJR,LOAD_ROLL_1756468403351_498,15.51,17.75
LOAD_SHAFT_1756468403351_497_5WC4U8,LOAD_ROLL_1756468403351_497,28.62,9.71
LOAD_SHAFT_1756468403351_482_7UFCBF,LOAD_ROLL_1756468403351_482,31.35,14.45
LOAD_SHAFT_1756468403910_501_K6WWQH,LOAD_ROLL_1756468403910_501,36.63,20.5
LOAD_SHAFT_1756468403910_518_AJJDFQ,LOAD_ROLL_1756468403910_518,27.68,23.53
LOAD_SHAFT_1756468403910_514_JL3KM9,LOAD_ROLL_1756468403910_514,10.84,19.07
LOAD_SHAFT_1756468403910_509_77SK1D,LOAD_ROLL_1756468403910_509,15.84,8.82
LOAD_SHAFT_1756468403910_502_JPBDCP,LOAD_ROLL_1756468403910_502,27.17,18.69
LOAD_SHAFT_1756468403910_507_85NGKR,LOAD_ROLL_1756468403910_507,28.23,12.49
LOAD_SHAFT_1756468403910_506_8WBWOC,LOAD_ROLL_1756468403910_506,10.45,7.52
LOAD_SHAFT_1756468403910_503_UH12FD,LOAD_ROLL_1756468403910_503,17.37,7.47
LOAD_SHAFT_1756468403910_512_SQLW68,LOAD_ROLL_1756468403910_512,34.08,16.0
LOAD_SHAFT_1756468403910_500_38ZQRQ,LOAD_ROLL_1756468403910_500,30.18,5.85
LOAD_SHAFT_1756468403910_515_9MN49J,LOAD_ROLL_1756468403910_515,20.3,23.44
LOAD_SHAFT_1756468404466_526_QW26BR,LOAD_ROLL_1756468404466_526,35.95,5.18
LOAD_SHAFT_1756468404466_532_A47D1H,LOAD_ROLL_1756468404466_532,27.87,15.7
LOAD_SHAFT_1756468404466_523_PGSVUK,LOAD_ROLL_1756468404466_523,49.33,21.35
LOAD_SHAFT_1756468404466_539_22U2QL,LOAD_ROLL_1756468404466_539,27.33,10.73
LOAD_SHAFT_1756468404466_530_3SLS3R,LOAD_ROLL_1756468404466_530,26.97,7.13
LOAD_SHAFT_1756468404466_528_9ABSFJ,LOAD_ROLL_1756468404466_528,27.41,23.24
LOAD_SHAFT_1756468404466_529_VW8MP9,LOAD_ROLL_1756468404466_529,43.87,20.32
LOAD_SHAFT_1756468404466_537_0AVM4H,LOAD_ROLL_1756468404466_537,26.46,6.28
LOAD_SHAFT_1756468405012_551_BG06YQ,LOAD_ROLL_1756468405012_551,21.47,20.89
LOAD_SHAFT_1756468405012_546_P67SX3,LOAD_ROLL_1756468405012_546,38.11,10.06
LOAD_SHAFT_1756468405012_547_OKQ9M4,LOAD_ROLL_1756468405012_547,16.68,22.66
LOAD_SHAFT_1756468405012_558_M3YC6D,LOAD_ROLL_1756468405012_558,36.04,15.69
LOAD_SHAFT_1756468405012_553_X7GRHO,LOAD_ROLL_1756468405012_553,11.21,12.63
LOAD_SHAFT_1756468405012_540_DFI7OX,LOAD_ROLL_1756468405012_540,20.88,23.7
LOAD_SHAFT_1756468405012_541_PL1H8P,LOAD_ROLL_1756468405012_541,24.16,16.85
LOAD_SHAFT_1756468405012_559_47ET63,LOAD_ROLL_1756468405012_559,20.21,24.79
LOAD_SHAFT_1756468405012_543_7AJZN3,LOAD_ROLL_1756468405012_543,42.23,17.65
LOAD_SHAFT_1756468405012_542_P3H7WW,LOAD_ROLL_1756468405012_542,10.98,7.85
LOAD_SHAFT_1756468405574_560_VIB1L9,LOAD_ROLL_1756468405574_560,16.91,5.92
LOAD_SHAFT_1756468405574_568_U4AU9J,LOAD_ROLL_1756468405574_568,37.5,8.91
LOAD_SHAFT_1756468405574_566_E0HBFN,LOAD_ROLL_1756468405574_566,38.46,22.89
LOAD_SHAFT_1756468405574_570_7BUG34,LOAD_ROLL_1756468405574_570,30.22,12.96
LOAD_SHAFT_1756468405574_576_P4WOJC,LOAD_ROLL_1756468405574_576,32.76,15.21
LOAD_SHAFT_1756468405574_564_I3D5BK,LOAD_ROLL_1756468405574_564,12.64,9.05
LOAD_SHAFT_1756468405574_567_7WKVEK,LOAD_ROLL_1756468405574_567,27.08,11.41
LOAD_SHAFT_1756468405574_574_DZ16JQ,LOAD_ROLL_1756468405574_574,33.43,20.06
LOAD_SHAFT_1756468405574_565_400EZ2,LOAD_ROLL_1756468405574_565,27.37,16.03
LOAD_SHAFT_1756468406135_591_TG5SYE,LOAD_ROLL_1756468406135_591,47.07,18.84
LOAD_SHAFT_1756468406135_599_8OHUVU,LOAD_ROLL_1756468406135_599,19.47,12.91
LOAD_SHAFT_1756468406135_592_0MXYPC,LOAD_ROLL_1756468406135_592,46.71,13.59
LOAD_SHAFT_1756468406135_593_CX87I7,LOAD_ROLL_1756468406135_593,31.39,18.66
LOAD_SHAFT_1756468406135_584_DERM84,LOAD_ROLL_1756468406135_584,27.21,17.56
LOAD_SHAFT_1756468406135_585_BPFMYD,LOAD_ROLL_1756468406135_585,19.95,18.13
LOAD_SHAFT_1756468406135_595_IPCQHB,LOAD_ROLL_1756468406135_595,23.43,11.23
LOAD_SHAFT_1756468406135_590_I9SUWB,LOAD_ROLL_1756468406135_590,38.44,20.93
LOAD_SHAFT_1756468406135_586_G13FP3,LOAD_ROLL_1756468406135_586,12.47,12.62
LOAD_SHAFT_1756468406695_606_Z0LEW7,LOAD_ROLL_1756468406695_606,22.04,13.09
LOAD_SHAFT_1756468406695_615_3SBZUJ,LOAD_ROLL_1756468406695_615,39.57,20.21
LOAD_SHAFT_1756468406695_612_59TL2A,LOAD_ROLL_1756468406695_612,32.46,5.73
LOAD_SHAFT_1756468406695_614_WS6EPZ,LOAD_ROLL_1756468406695_614,49.46,16.32
LOAD_SHAFT_1756468406695_617_D47WJ2,LOAD_ROLL_1756468406695_617,21.91,19.32
LOAD_SHAFT_1756468406695_609_WPVB8E,LOAD_ROLL_1756468406695_609,37.62,24.4
LOAD_SHAFT_1756468406695_601_AAJMA2,LOAD_ROLL_1756468406695_601,31.31,19.43
LOAD_SHAFT_1756468406695_605_EXJ1HR,LOAD_ROLL_1756468406695_605,18.51,5.65
LOAD_SHAFT_1756468406695_600_CW94K4,LOAD_ROLL_1756468406695_600,29.45,14.58
LOAD_SHAFT_1756468406695_618_86DPQQ,LOAD_ROLL_1756468406695_618,11.69,6.68
LOAD_SHAFT_1756468406695_604_O52CCX,LOAD_ROLL_1756468406695_604,15.7,8.38
LOAD_SHAFT_1756468406695_607_6EEHXV,LOAD_ROLL_1756468406695_607,25.11,19.64
LOAD_SHAFT_1756468406695_619_1RE2R3,LOAD_ROLL_1756468406695_619,47.72,22.45
LOAD_SHAFT_1756468406695_613_N0CL9F,LOAD_ROLL_1756468406695_613,31.28,12.23
LOAD_SHAFT_1756468406695_603_YEXPRA,LOAD_ROLL_1756468406695_603,34.2,14.29
LOAD_SHAFT_1756468406695_610_20OZAU,LOAD_ROLL_1756468406695_610,47.3,24.06
LOAD_SHAFT_1756468407301_622_UDIU1F,LOAD_ROLL_1756468407301_622,17.17,13.81
LOAD_SHAFT_1756468407301_623_WBDOLB,LOAD_ROLL_1756468407301_623,18.5,8.07
LOAD_SHAFT_1756468407301_638_B9P6O6,LOAD_ROLL_1756468407301_638,23.56,13.95
LOAD_SHAFT_1756468407301_637_CF9BUO,LOAD_ROLL_1756468407301_637,10.96,23.78
LOAD_SHAFT_1756468407301_631_M6IOVW,LOAD_ROLL_1756468407301_631,30.76,19.75
LOAD_SHAFT_1756468407301_636_VVM06X,LOAD_ROLL_1756468407301_636,49.51,13.68
LOAD_SHAFT_1756468407301_629_WU4U0D,LOAD_ROLL_1756468407301_629,43.48,16.67
LOAD_SHAFT_1756468407301_620_9K5QOO,LOAD_ROLL_1756468407301_620,24.93,10.0
LOAD_SHAFT_1756468407301_628_LYSUB3,LOAD_ROLL_1756468407301_628,24.48,22.54
LOAD_SHAFT_1756468407301_624_7GERS7,LOAD_ROLL_1756468407301_624,47.41,9.03
LOAD_SHAFT_1756468407301_625_E95SYR,LOAD_ROLL_1756468407301_625,12.79,16.6
LOAD_SHAFT_1756468407864_658_DAMYAH,LOAD_ROLL_1756468407864_658,28.71,18.28
LOAD_SHAFT_1756468407864_657_8TDFDV,LOAD_ROLL_1756468407864_657,41.62,20.06
LOAD_SHAFT_1756468407864_648_GPFHIT,LOAD_ROLL_1756468407864_648,33.01,10.16
LOAD_SHAFT_1756468407864_654_4WNGMA,LOAD_ROLL_1756468407864_654,13.96,24.04
LOAD_SHAFT_1756468407864_659_UA799C,LOAD_ROLL_1756468407864_659,19.24,23.17
LOAD_SHAFT_1756468407864_650_U95TNI,LOAD_ROLL_1756468407864_650,16.66,23.63
LOAD_SHAFT_1756468407864_651_C9UDFI,LOAD_ROLL_1756468407864_651,25.01,7.59
LOAD_SHAFT_1756468407864_649_SM04SZ,LOAD_ROLL_1756468407864_649,45.94,15.17
LOAD_SHAFT_1756468408424_679_T04314,LOAD_ROLL_1756468408424_679,42.37,9.93
LOAD_SHAFT_1756468408424_673_OXA82A,LOAD_ROLL_1756468408424_673,29.39,7.48
LOAD_SHAFT_1756468408424_678_HPND3G,LOAD_ROLL_1756468408424_678,25.57,18.99
LOAD_SHAFT_1756468408424_665_73AK02,LOAD_ROLL_1756468408424_665,34.65,15.76
LOAD_SHAFT_1756468408424_661_7UIJVG,LOAD_ROLL_1756468408424_661,31.2,15.56
LOAD_SHAFT_1756468408424_676_MG0I20,LOAD_ROLL_1756468408424_676,45.41,6.6
LOAD_SHAFT_1756468408424_662_E61FLW,LOAD_ROLL_1756468408424_662,13.87,6.62
LOAD_SHAFT_1756468408424_668_SGO5DP,LOAD_ROLL_1756468408424_668,34.88,10.45
LOAD_SHAFT_1756468408999_684_HNCQAW,LOAD_ROLL_1756468408999_684,42.34,8.44
LOAD_SHAFT_1756468408999_697_UU6XYZ,LOAD_ROLL_1756468408999_697,39.78,16.84
LOAD_SHAFT_1756468408999_692_T4XDCB,LOAD_ROLL_1756468408999_692,10.82,7.96
LOAD_SHAFT_1756468408999_683_RNBFEN,LOAD_ROLL_1756468408999_683,26.18,5.21
LOAD_SHAFT_1756468408999_694_SKQ1NK,LOAD_ROLL_1756468408999_694,34.83,20.84
LOAD_SHAFT_1756468408999_682_X5XJVW,LOAD_ROLL_1756468408999_682,40.25,24.55
LOAD_SHAFT_1756468408999_687_GPBH83,LOAD_ROLL_1756468408999_687,37.15,18.91
LOAD_SHAFT_1756468408999_698_0DZ6YM,LOAD_ROLL_1756468408999_698,34.06,24.31
LOAD_SHAFT_1756468408999_699_ZGDHMC,LOAD_ROLL_1756468408999_699,10.01,14.37
LOAD_SHAFT_1756468408999_688_GCIJZQ,LOAD_ROLL_1756468408999_688,40.73,23.32
LOAD_SHAFT_1756468408999_685_08VYSC,LOAD_ROLL_1756468408999_685,37.55,13.34
LOAD_SHAFT_1756468408999_689_5JUBT4,LOAD_ROLL_1756468408999_689,36.4,17.7
LOAD_SHAFT_1756468408999_681_2O8NS8,LOAD_ROLL_1756468408999_681,18.58,7.66
LOAD_SHAFT_1756468409578_716_5046X6,LOAD_ROLL_1756468409578_716,49.18,12.38
LOAD_SHAFT_1756468409578_700_E1BTKX,LOAD_ROLL_1756468409578_700,36.88,8.22
LOAD_SHAFT_1756468409578_707_VOFD00,LOAD_ROLL_1756468409578_707,40.06,21.96
LOAD_SHAFT_1756468409578_706_2J3N48,LOAD_ROLL_1756468409578_706,27.16,19.45
LOAD_SHAFT_1756468409578_708_76ZUK7,LOAD_ROLL_1756468409578_708,44.98,6.6
LOAD_SHAFT_1756468409578_715_J36UYX,LOAD_ROLL_1756468409578_715,29.48,19.6
LOAD_SHAFT_1756468409578_719_8M4CDX,LOAD_ROLL_1756468409578_719,14.89,11.7
LOAD_SHAFT_1756468409578_711_LYHLV2,LOAD_ROLL_1756468409578_711,26.49,22.6
LOAD_SHAFT_1756468409578_703_IG0XMM,LOAD_ROLL_1756468409578_703,23.73,7.41
LOAD_SHAFT_1756468409578_710_UKHNQR,LOAD_ROLL_1756468409578_710,24.63,8.57
LOAD_SHAFT_1756468410141_730_OACF9U,LOAD_ROLL_1756468410141_730,39.03,12.42
LOAD_SHAFT_1756468410141_736_9WKTI7,LOAD_ROLL_1756468410141_736,30.36,15.52
LOAD_SHAFT_1756468410141_727_G2SA2K,LOAD_ROLL_1756468410141_727,10.9,22.18
LOAD_SHAFT_1756468410141_734_EVXBAW,LOAD_ROLL_1756468410141_734,14.39,13.66
LOAD_SHAFT_1756468410141_738_5XY6LM,LOAD_ROLL_1756468410141_738,35.2,7.51

LOAD_SHAFT_1756468410141_721_QSHZHK,LOAD_ROLL_1756468410141_721,32.93,9.26
LOAD_SHAFT_1756468410141_737_9IU7ML,LOAD_ROLL_1756468410141_737,36.74,13.28
LOAD_SHAFT_1756468410703_754_0PVZ6N,LOAD_ROLL_1756468410703_754,44.36,17.33
LOAD_SHAFT_1756468410703_751_DBUTYQ,LOAD_ROLL_1756468410703_751,32.92,14.14
LOAD_SHAFT_1756468410703_758_JMGDNV,LOAD_ROLL_1756468410703_758,23.6,20.5
LOAD_SHAFT_1756468410703_746_WMVHH2,LOAD_ROLL_1756468410703_746,45.32,11.41
LOAD_SHAFT_1756468410703_753_CHBJ0O,LOAD_ROLL_1756468410703_753,26.25,19.56
LOAD_SHAFT_1756468410703_747_2MPB25,LOAD_ROLL_1756468410703_747,25.84,19.2
LOAD_SHAFT_1756468410703_743_YAVN97,LOAD_ROLL_1756468410703_743,15.87,10.33
LOAD_SHAFT_1756468410703_759_XSUIJT,LOAD_ROLL_1756468410703_759,26.27,6.39
LOAD_SHAFT_1756468410703_752_OZU365,LOAD_ROLL_1756468410703_752,39.79,6.22
LOAD_SHAFT_1756468411263_771_YSFBN1,LOAD_ROLL_1756468411263_771,16.08,14.73
LOAD_SHAFT_1756468411263_761_G7C1XI,LOAD_ROLL_1756468411263_761,29.74,11.93
LOAD_SHAFT_1756468411263_760_WBIKT9,LOAD_ROLL_1756468411263_760,22.42,8.32
LOAD_SHAFT_1756468411263_767_B3PL93,LOAD_ROLL_1756468411263_767,32.75,20.06
LOAD_SHAFT_1756468411263_775_4DV75Q,LOAD_ROLL_1756468411263_775,34.2,19.22
LOAD_SHAFT_1756468411263_773_MRX3JH,LOAD_ROLL_1756468411263_773,45.36,11.3
LOAD_SHAFT_1756468411263_772_61EIEX,LOAD_ROLL_1756468411263_772,38.46,23.85
LOAD_SHAFT_1756468411826_785_TAHH0J,LOAD_ROLL_1756468411826_785,28.1,5.3
LOAD_SHAFT_1756468411826_781_YDNZTP,LOAD_ROLL_1756468411826_781,30.18,6.37
LOAD_SHAFT_1756468411826_797_1IEX17,LOAD_ROLL_1756468411826_797,33.26,13.55
LOAD_SHAFT_1756468411826_788_A2E8W7,LOAD_ROLL_1756468411826_788,49.14,13.22
LOAD_SHAFT_1756468411826_784_8VHRKJ,LOAD_ROLL_1756468411826_784,19.45,6.62
LOAD_SHAFT_1756468411826_782_QZHM0M,LOAD_ROLL_1756468411826_782,32.49,12.83
LOAD_SHAFT_1756468412373_812_PZPQI3,LOAD_ROLL_1756468412373_812,37.13,23.8
LOAD_SHAFT_1756468412373_809_RYDIH5,LOAD_ROLL_1756468412373_809,15.29,16.17
LOAD_SHAFT_1756468412373_803_YTG5LA,LOAD_ROLL_1756468412373_803,37.8,24.94
LOAD_SHAFT_1756468412373_806_WFOIDI,LOAD_ROLL_1756468412373_806,38.89,7.6
LOAD_SHAFT_1756468412373_818_KG2WNR,LOAD_ROLL_1756468412373_818,13.9,10.5
LOAD_SHAFT_1756468412373_810_US6RSO,LOAD_ROLL_1756468412373_810,32.29,18.57
LOAD_SHAFT_1756468412373_805_2SWNZ1,LOAD_ROLL_1756468412373_805,35.41,12.06
LOAD_SHAFT_1756468412373_815_9Q7NPU,LOAD_ROLL_1756468412373_815,12.8,10.02
LOAD_SHAFT_1756468412373_808_OPYRCC,LOAD_ROLL_1756468412373_808,27.01,23.13
LOAD_SHAFT_1756468412373_801_GCQNNK,LOAD_ROLL_1756468412373_801,13.08,5.57
LOAD_SHAFT_1756468412373_813_SIZVQF,LOAD_ROLL_1756468412373_813,44.72,20.5
LOAD_SHAFT_1756468412373_814_C6QVGK,LOAD_ROLL_1756468412373_814,28.0,24.96
LOAD_SHAFT_1756468412946_822_GCE76N,LOAD_ROLL_1756468412946_822,34.19,17.58
LOAD_SHAFT_1756468412946_839_KO737C,LOAD_ROLL_1756468412946_839,23.26,8.91
LOAD_SHAFT_1756468412946_833_IH4V9E,LOAD_ROLL_1756468412946_833,43.38,24.16
LOAD_SHAFT_1756468412946_821_GGBWUZ,LOAD_ROLL_1756468412946_821,18.83,6.3
LOAD_SHAFT_1756468412946_834_Z2XMPU,LOAD_ROLL_1756468412946_834,20.84,18.74
LOAD_SHAFT_1756468412946_827_KQ6S5D,LOAD_ROLL_1756468412946_827,34.36,13.76
LOAD_SHAFT_1756468412946_823_5A9M5O,LOAD_ROLL_1756468412946_823,31.29,7.07
LOAD_SHAFT_1756468412946_836_5EM7F7,LOAD_ROLL_1756468412946_836,14.48,17.28
LOAD_SHAFT_1756468412946_838_1O19SK,LOAD_ROLL_1756468412946_838,11.99,11.28
LOAD_SHAFT_1756468412946_826_QMS9CU,LOAD_ROLL_1756468412946_826,42.04,16.49
LOAD_SHAFT_1756468413507_848_X0Z0ZF,LOAD_ROLL_1756468413507_848,31.66,6.34
LOAD_SHAFT_1756468413507_852_4H7EV3,LOAD_ROLL_1756468413507_852,15.36,7.46
LOAD_SHAFT_1756468413507_841_K55A7X,LOAD_ROLL_1756468413507_841,13.26,17.01
LOAD_SHAFT_1756468413507_842_K04ST8,LOAD_ROLL_1756468413507_842,15.3,11.64
LOAD_SHAFT_1756468413507_851_ZCHS2O,LOAD_ROLL_1756468413507_851,45.03,24.5
LOAD_SHAFT_1756468413507_853_AWVK6I,LOAD_ROLL_1756468413507_853,27.66,21.41
LOAD_SHAFT_1756468413507_855_DQSI2A,LOAD_ROLL_1756468413507_855,47.5,19.96
LOAD_SHAFT_1756468413507_858_HIAIGU,LOAD_ROLL_1756468413507_858,32.9,21.56
LOAD_SHAFT_1756468414085_876_6ID7ZB,LOAD_ROLL_1756468414085_876,15.23,11.01
LOAD_SHAFT_1756468414085_863_TO1UYI,LOAD_ROLL_1756468414085_863,19.52,9.43
LOAD_SHAFT_1756468414085_872_59Z2EB,LOAD_ROLL_1756468414085_872,44.03,16.48
LOAD_SHAFT_1756468414085_874_SFAYQI,LOAD_ROLL_1756468414085_874,37.19,6.1
LOAD_SHAFT_1756468414085_877_W9YQI6,LOAD_ROLL_1756468414085_877,27.39,23.18
LOAD_SHAFT_1756468414085_861_Q4CUI2,LOAD_ROLL_1756468414085_861,21.1,18.95
LOAD_SHAFT_1756468414085_871_RWODBT,LOAD_ROLL_1756468414085_871,30.09,14.32
LOAD_SHAFT_1756468414085_864_OOFKVE,LOAD_ROLL_1756468414085_864,40.02,11.76
LOAD_SHAFT_1756468414085_868_AIXYT3,LOAD_ROLL_1756468414085_868,16.33,14.34
LOAD_SHAFT_1756468414647_887_L49HE3,LOAD_ROLL_1756468414647_887,41.92,10.0
LOAD_SHAFT_1756468414647_888_H6DG9U,LOAD_ROLL_1756468414647_888,16.0,15.89
LOAD_SHAFT_1756468414647_880_AIY3AY,LOAD_ROLL_1756468414647_880,42.42,21.91
LOAD_SHAFT_1756468414647_892_19K3J3,LOAD_ROLL_1756468414647_892,45.16,15.51
LOAD_SHAFT_1756468414647_894_3TBNF4,LOAD_ROLL_1756468414647_894,14.37,18.66
LOAD_SHAFT_1756468414647_896_FTTH5Q,LOAD_ROLL_1756468414647_896,32.21,12.04
LOAD_SHAFT_1756468414647_891_HA4JMG,LOAD_ROLL_1756468414647_891,25.72,8.79
LOAD_SHAFT_1756468414647_895_ZG09LV,LOAD_ROLL_1756468414647_895,36.7,12.08
LOAD_SHAFT_1756468414647_889_6ZO1XU,LOAD_ROLL_1756468414647_889,21.48,23.55
LOAD_SHAFT_1756468414647_884_DBVU2H,LOAD_ROLL_1756468414647_884,34.65,8.27
LOAD_SHAFT_1756468414647_899_YHS9WP,LOAD_ROLL_1756468414647_899,27.05,9.58
LOAD_SHAFT_1756468414647_898_AWOFET,LOAD_ROLL_1756468414647_898,36.68,7.75
LOAD_SHAFT_1756468415288_901_SWZJQ3,LOAD_ROLL_1756468415288_901,37.7,7.31
LOAD_SHAFT_1756468415288_905_TG0ZVV,LOAD_ROLL_1756468415288_905,13.58,6.37
LOAD_SHAFT_1756468415288_912_ZLYXTX,LOAD_ROLL_1756468415288_912,36.37,19.93
LOAD_SHAFT_1756468415288_903_8CRI3D,LOAD_ROLL_1756468415288_903,19.08,24.24
LOAD_SHAFT_1756468415288_911_GUUYI7,LOAD_ROLL_1756468415288_911,13.12,10.94
LOAD_SHAFT_1756468415288_915_F4AENQ,LOAD_ROLL_1756468415288_915,17.12,21.53
LOAD_SHAFT_1756468415288_917_N0KALL,LOAD_ROLL_1756468415288_917,13.85,18.3
LOAD_SHAFT_1756468415288_904_JFET4Y,LOAD_ROLL_1756468415288_904,43.79,6.3
LOAD_SHAFT_1756468415288_902_VMJW9D,LOAD_ROLL_1756468415288_902,24.79,13.26
LOAD_SHAFT_1756468415288_910_MEQFTO,LOAD_ROLL_1756468415288_910,22.82,7.28
LOAD_SHAFT_1756468415288_906_Y4W4GU,LOAD_ROLL_1756468415288_906,16.81,13.19
LOAD_SHAFT_1756468415288_914_497C19,LOAD_ROLL_1756468415288_914,41.24,19.68
LOAD_SHAFT_1756468415288_918_0VE9WG,LOAD_ROLL_1756468415288_918,11.73,23.89
LOAD_SHAFT_1756468415862_938_RCITIX,LOAD_ROLL_1756468415862_938,19.35,11.86
LOAD_SHAFT_1756468415862_934_LVX4EW,LOAD_ROLL_1756468415862_934,44.49,15.98
LOAD_SHAFT_1756468415862_925_BKG4MZ,LOAD_ROLL_1756468415862_925,11.03,23.78
LOAD_SHAFT_1756468415862_923_PR51WZ,LOAD_ROLL_1756468415862_923,13.03,5.41
LOAD_SHAFT_1756468415862_926_I4FGYD,LOAD_ROLL_1756468415862_926,29.55,18.89
LOAD_SHAFT_1756468415862_924_C8L5TE,LOAD_ROLL_1756468415862_924,17.27,22.92
LOAD_SHAFT_1756468415862_939_R3Z36U,LOAD_ROLL_1756468415862_939,41.16,17.73
LOAD_SHAFT_1756468415862_935_4HW9VB,LOAD_ROLL_1756468415862_935,40.31,8.0
LOAD_SHAFT_1756468416420_953_URAFGP,LOAD_ROLL_1756468416420_953,11.37,18.39
LOAD_SHAFT_1756468416420_954_BDL0H6,LOAD_ROLL_1756468416420_954,40.39,19.16
LOAD_SHAFT_1756468416420_951_KJDRTP,LOAD_ROLL_1756468416420_951,39.69,22.86
LOAD_SHAFT_1756468416420_957_WLZJCV,LOAD_ROLL_1756468416420_957,45.5,23.97
LOAD_SHAFT_1756468416420_959_86LR40,LOAD_ROLL_1756468416420_959,38.09,8.25
LOAD_SHAFT_1756468416420_941_LAHCDD,LOAD_ROLL_1756468416420_941,12.88,6.4
LOAD_SHAFT_1756468416420_950_L8ZYOS,LOAD_ROLL_1756468416420_950,32.93,5.34
LOAD_SHAFT_1756468416420_947_7OSU9A,LOAD_ROLL_1756468416420_947,18.77,20.46
LOAD_SHAFT_1756468416420_949_CN64MT,LOAD_ROLL_1756468416420_949,27.0,21.4
LOAD_SHAFT_1756468416420_943_UJD5WN,LOAD_ROLL_1756468416420_943,43.05,20.1
LOAD_SHAFT_1756468416420_955_18MQO0,LOAD_ROLL_1756468416420_955,12.49,7.25
LOAD_SHAFT_1756468416420_945_O3RNS4,LOAD_ROLL_1756468416420_945,48.79,18.45
LOAD_SHAFT_1756468417004_970_RIOJJS,LOAD_ROLL_1756468417004_970,28.4,13.31
LOAD_SHAFT_1756468417004_967_A4HFSF,LOAD_ROLL_1756468417004_967,35.5,13.95
LOAD_SHAFT_1756468417004_964_XFPIWC,LOAD_ROLL_1756468417004_964,19.03,11.96
LOAD_SHAFT_1756468417004_960_W5WY5V,LOAD_ROLL_1756468417004_960,21.91,23.22
LOAD_SHAFT_1756468417004_961_8KLDRN,LOAD_ROLL_1756468417004_961,11.34,7.55
LOAD_SHAFT_1756468417004_977_27R9QD,LOAD_ROLL_1756468417004_977,25.07,18.97
LOAD_SHAFT_1756468417004_963_B2T4FB,LOAD_ROLL_1756468417004_963,34.17,13.38
LOAD_SHAFT_1756468417004_969_VTKBO7,LOAD_ROLL_1756468417004_969,17.86,8.56
LOAD_SHAFT_1756468417004_968_M6W36I,LOAD_ROLL_1756468417004_968,26.07,9.33
LOAD_SHAFT_1756468417004_966_1ZL0LC,LOAD_ROLL_1756468417004_966,47.51,9.69
LOAD_SHAFT_1756468417004_972_DUKN0Y,LOAD_ROLL_1756468417004_972,49.32,17.0
LOAD_SHAFT_1756468417004_974_YB1XBS,LOAD_ROLL_1756468417004_974,44.44,23.6
LOAD_SHAFT_1756468417004_979_J4CYH6,LOAD_ROLL_1756468417004_979,12.83,15.63
LOAD_SHAFT_1756468417580_996_QLAFZ3,LOAD_ROLL_1756468417580_996,47.68,6.79
LOAD_SHAFT_1756468417580_982_LTP0YU,LOAD_ROLL_1756468417580_982,14.93,9.82
